,song,lyrics
48,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"Damn, that shit was dope!"
49,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',And make your sister think I love her.
50,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"Boy, you cant fuck with me."
51,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',Im a bad motherfucker and you know this
52,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"Or when illegally armed, its called packing."
53,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"But I dont give a fuck, Imma make my snaps"
54,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"Its like burglary, the definition is jacking"
55,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"Not the right hand, cause Im the hand itself"
56,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',The police are gonna have to come and get me
57,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',And hear the scream of the one who caught the lead penetration
58,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"I find a good piece of pussy, and go up in it."
59,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"Look, you might take it as a trip"
60,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',Crazy motherfucker named Ice Cube
61,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',With a crime record like Charles Manson.
62,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',Word to the motherfucker.
63,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',2 (MC Ren)
64,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',Security is maximum and thats a law.
65,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',You better duck
66,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',The attitude is showing
67,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',I got a sawed off.
68,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',Im knocking niggaz out the box daily.
69,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"R-E-N spells Ren, but Im raw."
70,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"Every time, I pull a AK off the shelf."
71,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',Off your ass. Thats how Im going out
72,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"And when I see the punk pass, I smile."
73,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',Youll get taken by a stupid dope brother who will smother.
74,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',Yo Ren!
75,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',Straight outta Compton.
76,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"Ruthless, never seen, like a shadow in the dark"
77,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"Me and you can go toe to toe, no maybe"
78,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',To me its kind of funny
79,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',Shoot a motherfucker in a minute
80,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',Until them dumb motherfuckers see clearly
81,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',So give it up smooth.
82,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',A crazy motherfucker from the street.
83,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',cause Ice Cube is crazy as fuck.
84,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"Yo weekly, monthly, and yearly"
85,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"I see a motherfucking cop, I dont dodge him"
86,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',Im coming straight outta Compton.
87,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"But leave a memory, no one will be forgetting."
88,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"If not from the records, from jacking, or craps."
89,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',Is a brother thatll smother your mother
90,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',AK-47 is the tool.
91,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',That Im down with the capital C-P-T.
92,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',MC Ren controls the automatic
93,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',Straight outta Compton
94,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',But dont know where the fuck he going.
95,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"Straight outta Compton, Staright outta Compton"
96,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',They want to rumble
97,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',From the gang called Niggaz With Attitudes.
98,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',Another crazy ass nigga.
99,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',But heres the flash: They never seize me.
100,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',This is an autobiography of the E
101,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',So if youre at a show in the front row
102,b'N.W.A. - STRAIGHT OUTTA COMPTON LYRICS',"Robin is his name, and the boys commin"
0,b'SALT-N-PEPA - PUSH IT LYRICS',Push it real good
1,b'SALT-N-PEPA - PUSH IT LYRICS',"(Now wait a minute, yall"
2,b'SALT-N-PEPA - PUSH IT LYRICS',"Ah, push it - push it real good"
3,b'SALT-N-PEPA - PUSH IT LYRICS',Only the sexy people
4,b'SALT-N-PEPA - PUSH IT LYRICS',Coolin by day then at night working up a sweat
5,b'SALT-N-PEPA - PUSH IT LYRICS',Ow! Baby!
6,b'SALT-N-PEPA - PUSH IT LYRICS',"Ah, push it - p-push it real good"
7,b'SALT-N-PEPA - PUSH IT LYRICS',P-push it real good
8,b'SALT-N-PEPA - PUSH IT LYRICS',You got me so I dont know what Im doing
9,b'SALT-N-PEPA - PUSH IT LYRICS',Push it good
10,b'SALT-N-PEPA - PUSH IT LYRICS',"Yo, yo, yo, yo, baby-pop"
11,b'SALT-N-PEPA - PUSH IT LYRICS',How to become number one in a hot party show
12,b'SALT-N-PEPA - PUSH IT LYRICS',"Salt and Pepas here, and were in effect"
13,b'SALT-N-PEPA - PUSH IT LYRICS',Better make it fast or else Im gonna get pissed
14,b'SALT-N-PEPA - PUSH IT LYRICS',Hey! Ow!
15,b'SALT-N-PEPA - PUSH IT LYRICS',This dance aint for everybody
16,b'SALT-N-PEPA - PUSH IT LYRICS',"Ah, push it - push it good"
17,b'SALT-N-PEPA - PUSH IT LYRICS',"Cmon girls, lets go show the guys that we know"
18,b'SALT-N-PEPA - PUSH IT LYRICS',"Oooh, baby, baby"
19,b'SALT-N-PEPA - PUSH IT LYRICS',"Dance, I said!)"
20,b'SALT-N-PEPA - PUSH IT LYRICS',Now push it
21,b'SALT-N-PEPA - PUSH IT LYRICS',"Yeah, you come here, gimme a kiss"
22,b'SALT-N-PEPA - PUSH IT LYRICS',Get up on this!
23,b'SALT-N-PEPA - PUSH IT LYRICS',Cant you hear the musics pumpin hard like I wish you would?
24,b'SALT-N-PEPA - PUSH IT LYRICS',Salt and Pepas here!
25,b'SALT-N-PEPA - PUSH IT LYRICS',"Ah, push it"
26,b'SALT-N-PEPA - PUSH IT LYRICS',"Baby, baby"
27,b'SALT-N-PEPA - PUSH IT LYRICS',"Want you to push it, babe"
28,b'SALT-N-PEPA - PUSH IT LYRICS',"So all you fly mothers, get on out there and dance"
29,b'SALT-N-PEPA - PUSH IT LYRICS',Push it good!
30,b'SALT-N-PEPA - PUSH IT LYRICS',"Boy, you really got me going"
0,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',come on everybody and dance to the beat
1,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',with a hip hop the hippie to the hippie 
2,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and if ya ask me why i rock so well 
3,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and dont say a word until im through 
4,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',i go to the halls and then ring the bell 
5,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS', 
6,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',ill put t-n-t in your behind 
7,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and movin your body while youre sittin in your seat 
8,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',a little rap to make you boogaloo 
9,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',ya say im gonna get a fly girl gonna get some spankin 
10,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',to the rhythm of the beat that makes ya freak 
11,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',i said hip hop the hippie to the hippie 
12,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',cause ya rocked and a rolled with so much soul 
13,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',a lets rock yall ya dont stop 
14,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',i was rockin to the beat and feelin all right 
15,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',cause every night you see i had a date 
16,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',Sugarhill Gang
17,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',well like the barkays singin holy ghost 
18,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',drive off in a def oj 
19,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',like collard greens that dont taste good 
20,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',the sounds to throw down theyre played the most 
21,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',skiddlee beebop a we rock a scoobie doo 
22,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',im gonna freak ya here im gonna feak ya there 
23,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',like the barkays on the mike 
24,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',rock the riddle that will make your body rock 
25,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',of the man they call the master gee 
26,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',but i rap to the beat just the same 
27,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',i dont mean to brag i dont mean to boast 
28,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',ya say if your girl starts actin up then you take her friends 
29,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',"and when you come inside, into the front "
30,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',beat beat yall ya dont stop 
31,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',"and me, the groove, and my friends are gonna try to move your feet "
32,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',"a-come alive, yall a-gimme what ya got "
33,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',i mean the macaronis soggy the peas are mushed 
34,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',i said a hip hop 
35,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',at the age of four i was on the floor 
36,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and tryin to sleep before the break of dawn 
37,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',now theres a time to laugh a time to cry 
38,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and find that i am the baby of the bunch 
39,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',"to the beat beat, its so unique "
40,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',but im the grandmaster with the three mcs 
41,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and let it change up to a dance called the freak 
42,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',a hip hop 
43,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and thats called originality 
44,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',at the age of five i didnt take no jive 
45,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',i never forgot what i was told 
46,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',rappin to the beat my stick was fixed 
47,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and his whole name across his chest 
48,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',givin all the freaks what they bargained for 
49,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',he goes by the name of wonder mike 
50,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and then you look at your plate and your chickens slowly rottin 
51,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',so the suker mcs can bite all night 
52,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',"so i said to myself, its time for me to release "
53,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',while the stinky foods steamin your mind starts to dreamin 
54,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',you say if your girl starts actin up then you take her friend 
55,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',i guess by now you can take a hunch 
56,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and guess what america we love you 
57,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',my vicious rhyme i call my masterpiece 
58,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',i didnt even bite and not a go   word 
59,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',we rock and we dont stop 
60,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',rockin to the sounds of the master gee 
61,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',i gotta run on down to the beat you see 
62,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',"check it out, im the c-a-s-an-the-o-v-a "
63,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and when the sucker mcs try to prove a point 
64,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',oh so you say thats it i got to leave this place 
65,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',"master g, my mellow "
66,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',but whatever ya do in your lifetime 
67,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',ya never let a mc steal your rhyme 
68,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and party hardy like you just dont care 
69,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',but first i gotta bang bang the boogie to the boogie 
70,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',like movin your body so ya dont know how 
71,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',i give the rest to master gee so he could shock the house 
72,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',everybody go hotel motel holiday inn 
73,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',"i said 1-2-3-4, come on girls get on the floor "
74,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',by all the foxy ladies and the pretty girls 
75,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',the boogie to the boogie da beat 
76,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',im gonna rock the mike til you cant resist 
77,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',to act civilized or act real ill 
78,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',so when the sucker mcs try to chump my style 
79,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',because my rhymes are on from what you heard 
80,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',with the sureshot m.c.s for the affair
81,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',it came from my wise dear old dad 
82,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',a like frankie croker in stereo 
83,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',whose name he earned with his super sperm 
84,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',i know a man named hank 
85,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',you could rock till youre a hundred and one years old 
86,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',so well get right down and make ya rock 
87,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',but let me tell ya somethin theres still one fact 
88,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and next on the mike is my man hank 
89,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',now im feelin the highs and ya feelin the lows 
90,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',ya see im six foot one and im tons of fun 
91,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',ya rockin to the beat without a care 
92,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',the hippie the hippie to the 
93,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',"hear me talkin bout checkbooks, credit cards "
94,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',the beat dont stop until the break of dawn 
95,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',"so after school, i take a dip in the pool "
96,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',to the rhythm of the boogie da bang bang da bong
97,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',for you to party ya got to have the movies 
98,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',"i go do it, i go do it, i go do it, do it , do it "
99,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',ya definitely have a rockin affair 
100,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',like a millionaire that has no money 
101,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',im gonna get a fly girl gonna get some spank drive off in a def oj 
102,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',"to the bang bang boogie, say up jumped the boogie "
103,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',everybody just rock and dance to the beat 
104,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',it was phase two just a doin a do 
105,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',"she came into the bar, she came into the scene "
106,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',all im here to do ladies is hypnotize 
107,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',i said you need a man whos got finesse 
108,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',everybody was dancin on the floor 
109,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',can ya hip me to the shoobie doo 
110,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and the food just aint no good 
111,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',"to the  hip hip hop, a you dont stop the rock it "
112,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and do a thing bout a rock and shuffle your feet 
113,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',"you do the freak, spank, and do the bump "
114,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',lets do it dont stop yall a tick a tock yall you dont stop 
115,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',cause all im here to do is just wiggle your behind 
116,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',from a bottle of kaopectate 
117,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',just to cut in the jams and look at your feet 
118,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and come alive girl get on your feet 
119,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',the hip hip a hop a you dont stop the rockin 
120,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',its on you so whatcha gonna do
121,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',a from sun to sun and fro5Jday to day 
122,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and when ya finally do come in to your rhythmic beat 
123,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',"lets rock, you dont stop "
124,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and these reasons ill tell ya why 
125,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',like a rainy day that is not wet 
126,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',so from six to six til this very day 
127,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',well so far youve heard my voice but i brought two friends along 
128,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',i let them know that im versatile 
129,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',singin on n n on n on on n on 
130,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',but i wouldnt give a sucker  or a bum from the rucker 
131,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',get off yall im here to give you whatcha got 
132,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',a sayin on n n on n on on n on... 
133,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',but can he rock a party til the early light 
134,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',so when the partys over youre makin it home 
135,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',because they say that miracles never cease 
136,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',she traveled deeper inside the room 
137,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',rock it up baby bubbah 
138,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',like goin up and not comin down 
139,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',ya start poppin ya fingers and stompin your feet 
140,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',then ya throw your hands high in the air 
141,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and the chicken tastes like wood 
142,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',a time to live and a time to die 
143,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',a like that yall to the beat yall 
144,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and i dress to a t 
145,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',but he looks like a sucker in a blue and red suit 
146,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',go hotel motel what you gonna do today(say what) 
147,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and thinkin how ya danced on the disco scene 
148,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',like a gamblin fiend that does not bet 
149,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',that im vicious on the mike and the turntable 
150,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',hes guaranteed to throw down 
151,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',im goin down in history 
152,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',i dot a little face and a pair of brown eyes 
153,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',all the fellas checked out her white sasoons 
154,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',now i got  a man comin on right now 
155,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and the damn ya start doin the freak 
156,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',a reporter stopped me for a intervi+7 
157,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',and then you call your friend two weeks later 
158,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',she said shes heard stories and shes heard fables 
159,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',just let me quit my boyfriend called superman 
160,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',once a week were on the street 
161,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',"the hip hip hop, a you dont stop the rock it "
162,b'SUGARHILL GANG - RAPPERS DELIGHT LYRICS',baby bubbah to the boogie da bang bang da boogie 
